service_date,station,source_train,target_train,source_arr_delay,target_arr_delay,gap_minutes,risk_score,risk_band,warning_priority,alert_message
2024-09-30,DHN,13329,18620,0.0,0.0,28.0,0.4843370966017335,MODERATE,MODERATE,DHN: Train 13329 may propagate delay to Train 18620 (risk 48.4%)
2024-09-14,DHN,13331,13319,0.0,0.0,27.0,0.4843370966017335,MODERATE,MODERATE,DHN: Train 13331 may propagate delay to Train 13319 (risk 48.4%)
2024-09-10,DHN,22388,13151,0.0,0.0,30.0,0.4843370966017335,MODERATE,MODERATE,DHN: Train 22388 may propagate delay to Train 13151 (risk 48.4%)
2024-09-30,BWN,13017,22387,10.0,5.0,6.0,0.4843246120385363,MODERATE,MODERATE,BWN: Train 13017 may propagate delay to Train 22387 (risk 48.4%)
2024-09-19,BWN,13071,12311,10.0,6.0,17.0,0.48432121179458193,MODERATE,MODERATE,BWN: Train 13071 may propagate delay to Train 12311 (risk 48.4%)
2024-09-27,BIM,12936,22929,19.0,6.0,12.0,0.48431918416234043,MODERATE,MODERATE,BIM: Train 12936 may propagate delay to Train 22929 (risk 48.4%)
2024-09-30,BWN,13162,13015,10.0,8.0,6.0,0.484317455404763,MODERATE,MODERATE,BWN: Train 13162 may propagate delay to Train 13015 (risk 48.4%)
2024-09-06,MSH,12957,9425,0.0,42.0,26.0,0.48430996156475564,MODERATE,MODERATE,MSH: Train 12957 may propagate delay to Train 9425 (risk 48.4%)
2024-09-28,RN,12223,22414,64.0,0.0,16.0,0.48430484464630674,MODERATE,MODERATE,RN: Train 12223 may propagate delay to Train 22414 (risk 48.4%)
2024-09-22,BPL,12533,12968,0.0,0.0,9.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12533 may propagate delay to Train 12968 (risk 48.4%)
2024-09-24,BPL,11058,16093,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 11058 may propagate delay to Train 16093 (risk 48.4%)
2024-09-17,BPL,22166,12970,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 22166 may propagate delay to Train 12970 (risk 48.4%)
2024-09-12,BPL,12137,22537,0.0,0.0,9.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12137 may propagate delay to Train 22537 (risk 48.4%)
2024-09-11,BPL,12754,19344,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12754 may propagate delay to Train 19344 (risk 48.4%)
2024-09-09,BPL,22533,22645,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 22533 may propagate delay to Train 22645 (risk 48.4%)
2024-09-27,BPL,22176,12722,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 22176 may propagate delay to Train 12722 (risk 48.4%)
2024-09-17,BPL,16093,12722,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 16093 may propagate delay to Train 12722 (risk 48.4%)
2024-09-04,BPL,12104,12598,0.0,0.0,9.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12104 may propagate delay to Train 12598 (risk 48.4%)
2024-09-11,BPL,12723,18233,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12723 may propagate delay to Train 18233 (risk 48.4%)
2024-09-22,BPL,12651,4716,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 12651 may propagate delay to Train 4716 (risk 48.4%)
2024-09-05,BPL,22456,19344,0.0,0.0,10.0,0.48428783240779105,MODERATE,MODERATE,BPL: Train 22456 may propagate delay to Train 19344 (risk 48.4%)
2024-09-10,GKP,15211,15558,15.0,0.0,30.0,0.4842853844006572,MODERATE,MODERATE,GKP: Train 15211 may propagate delay to Train 15558 (risk 48.4%)
2024-09-04,DDU,12304,12175,49.0,0.0,6.0,0.48428248453813505,MODERATE,MODERATE,DDU: Train 12304 may propagate delay to Train 12175 (risk 48.4%)
2024-09-19,VAPI,19003,19019,11.0,5.0,7.0,0.48427514702196417,MODERATE,MODERATE,VAPI: Train 19003 may propagate delay to Train 19019 (risk 48.4%)
2024-09-20,BEAS,12013,14632,16.0,18.0,17.0,0.4842685410360735,MODERATE,MODERATE,BEAS: Train 12013 may propagate delay to Train 14632 (risk 48.4%)
2024-09-22,GZB,14217,14205,9.0,0.0,22.0,0.484264204578928,MODERATE,MODERATE,GZB: Train 14217 may propagate delay to Train 14205 (risk 48.4%)
2024-09-19,BH,22975,22954,23.0,12.0,7.0,0.4842638234786942,MODERATE,MODERATE,BH: Train 22975 may propagate delay to Train 22954 (risk 48.4%)
2024-09-30,KVZ,13352,12604,27.0,22.0,10.0,0.4842626842771806,MODERATE,MODERATE,KVZ: Train 13352 may propagate delay to Train 12604 (risk 48.4%)
2024-09-12,BRC,12471,20902,2.0,4.0,1.0,0.48425516923102396,MODERATE,MODERATE,BRC: Train 12471 may propagate delay to Train 20902 (risk 48.4%)
2024-09-29,MYA,16022,16585,2.0,22.0,30.0,0.4842536012383217,MODERATE,MODERATE,MYA: Train 16022 may propagate delay to Train 16585 (risk 48.4%)
2024-09-01,BEAS,12484,12460,19.0,16.0,17.0,0.4842507518468282,MODERATE,MODERATE,BEAS: Train 12484 may propagate delay to Train 12460 (risk 48.4%)
2024-09-23,SPJ,2569,12565,59.0,0.0,22.0,0.4842370815555258,MODERATE,MODERATE,SPJ: Train 2569 may propagate delay to Train 12565 (risk 48.4%)
2024-09-16,BPQ,22674,12621,6.0,0.0,15.0,0.4842232785762576,MODERATE,MODERATE,BPQ: Train 22674 may propagate delay to Train 12621 (risk 48.4%)
2024-09-09,ND,19036,12010,42.0,7.0,12.0,0.4842228782407838,MODERATE,MODERATE,ND: Train 19036 may propagate delay to Train 12010 (risk 48.4%)
2024-09-30,MURI,18626,18628,15.0,89.0,14.0,0.4842009555126454,MODERATE,MODERATE,MURI: Train 18626 may propagate delay to Train 18628 (risk 48.4%)
2024-09-25,VAPI,22917,14708,5.0,5.0,7.0,0.48418926425893166,MODERATE,MODERATE,VAPI: Train 22917 may propagate delay to Train 14708 (risk 48.4%)
2024-09-20,VAPI,12932,82902,5.0,5.0,7.0,0.48418926425893166,MODERATE,MODERATE,VAPI: Train 12932 may propagate delay to Train 82902 (risk 48.4%)
2024-09-25,DURG,12856,12069,0.0,0.0,5.0,0.4841884502206896,MODERATE,MODERATE,DURG: Train 12856 may propagate delay to Train 12069 (risk 48.4%)
2024-09-20,DURG,8186,9060,0.0,0.0,1.0,0.4841884502206896,MODERATE,MODERATE,DURG: Train 8186 may propagate delay to Train 9060 (risk 48.4%)
2024-09-11,DURG,12856,12069,0.0,0.0,5.0,0.4841884502206896,MODERATE,MODERATE,DURG: Train 12856 may propagate delay to Train 12069 (risk 48.4%)
2024-09-27,GZB,12584,15036,4.0,0.0,3.0,0.4841787780630506,MODERATE,MODERATE,GZB: Train 12584 may propagate delay to Train 15036 (risk 48.4%)
2024-09-26,DDR,12989,20907,2.0,0.0,13.0,0.4841692143639738,MODERATE,MODERATE,DDR: Train 12989 may propagate delay to Train 20907 (risk 48.4%)
2024-09-03,DDR,20484,20907,0.0,0.0,14.0,0.4841692143639738,MODERATE,MODERATE,DDR: Train 20484 may propagate delay to Train 20907 (risk 48.4%)
2024-09-24,DDR,20484,20907,0.0,0.0,14.0,0.4841692143639738,MODERATE,MODERATE,DDR: Train 20484 may propagate delay to Train 20907 (risk 48.4%)
2024-09-08,DDR,12490,20907,0.0,0.0,15.0,0.4841692143639738,MODERATE,MODERATE,DDR: Train 12490 may propagate delay to Train 20907 (risk 48.4%)
2024-09-08,BWN,13186,12378,14.0,10.0,18.0,0.4841647994106881,MODERATE,MODERATE,BWN: Train 13186 may propagate delay to Train 12378 (risk 48.4%)
2024-09-26,JTJ,12676,12685,2.0,0.0,3.0,0.4841593112996829,MODERATE,MODERATE,JTJ: Train 12676 may propagate delay to Train 12685 (risk 48.4%)
2024-09-02,JTJ,12601,16219,9.0,0.0,29.0,0.4841534648083114,MODERATE,MODERATE,JTJ: Train 12601 may propagate delay to Train 16219 (risk 48.4%)
2024-09-18,NVS,12902,22186,2.0,42.0,18.0,0.4841528475304935,MODERATE,MODERATE,NVS: Train 12902 may propagate delay to Train 22186 (risk 48.4%)
2024-09-01,NVS,19034,20960,0.0,24.0,15.0,0.4841528475304935,MODERATE,MODERATE,NVS: Train 19034 may propagate delay to Train 20960 (risk 48.4%)
2024-09-25,PNBE,18184,22349,48.0,0.0,3.0,0.48415231956040117,MODERATE,MODERATE,PNBE: Train 18184 may propagate delay to Train 22349 (risk 48.4%)
2024-09-27,BVI,19417,12480,0.0,10.0,15.0,0.48413094856150346,MODERATE,MODERATE,BVI: Train 19417 may propagate delay to Train 12480 (risk 48.4%)
2024-09-14,BVI,22932,12926,0.0,9.0,15.0,0.48413094856150346,MODERATE,MODERATE,BVI: Train 22932 may propagate delay to Train 12926 (risk 48.4%)
2024-09-11,MKP,22130,1446,172.0,0.0,3.0,0.48412329395488274,MODERATE,MODERATE,MKP: Train 22130 may propagate delay to Train 1446 (risk 48.4%)
2024-09-30,MKP,1025,12167,150.0,0.0,2.0,0.48412329395488274,MODERATE,MODERATE,MKP: Train 1025 may propagate delay to Train 12167 (risk 48.4%)
2024-09-11,BVI,12951,12953,8.0,11.0,14.0,0.48411234386649976,MODERATE,MODERATE,BVI: Train 12951 may propagate delay to Train 12953 (risk 48.4%)
2024-09-22,BRC,12962,14707,0.0,2.0,11.0,0.48411137421003275,MODERATE,MODERATE,BRC: Train 12962 may propagate delay to Train 14707 (risk 48.4%)
2024-09-11,BRC,22929,82901,0.0,2.0,11.0,0.48411137421003275,MODERATE,MODERATE,BRC: Train 22929 may propagate delay to Train 82901 (risk 48.4%)
2024-09-24,BRC,19033,20959,0.0,2.0,11.0,0.48411137421003275,MODERATE,MODERATE,BRC: Train 19033 may propagate delay to Train 20959 (risk 48.4%)
2024-09-30,PNVL,16337,22654,2.0,0.0,25.0,0.4841099428489563,MODERATE,MODERATE,PNVL: Train 16337 may propagate delay to Train 22654 (risk 48.4%)
2024-09-29,GZB,14208,12035,6.0,0.0,5.0,0.48410538922200547,MODERATE,MODERATE,GZB: Train 14208 may propagate delay to Train 12035 (risk 48.4%)
2024-09-23,BEAS,22488,12460,7.0,145.0,11.0,0.48409846903665266,MODERATE,MODERATE,BEAS: Train 22488 may propagate delay to Train 12460 (risk 48.4%)
2024-09-15,NVS,12930,19417,14.0,6.0,26.0,0.48408330992173965,MODERATE,MODERATE,NVS: Train 12930 may propagate delay to Train 19417 (risk 48.4%)
2024-09-11,NVS,22930,22953,11.0,6.0,22.0,0.48408330992173965,MODERATE,MODERATE,NVS: Train 22930 may propagate delay to Train 22953 (risk 48.4%)
2024-09-20,JSME,13022,13021,41.0,8.0,5.0,0.48408236898534135,MODERATE,MODERATE,JSME: Train 13022 may propagate delay to Train 13021 (risk 48.4%)
2024-09-14,BEAS,14616,14653,16.0,31.0,25.0,0.484082135762951,MODERATE,MODERATE,BEAS: Train 14616 may propagate delay to Train 14653 (risk 48.4%)
2024-09-04,ANND,19015,1920,21.0,9.0,11.0,0.48407770076045087,MODERATE,MODERATE,ANND: Train 19015 may propagate delay to Train 1920 (risk 48.4%)
2024-09-13,SPJ,13021,15707,0.0,0.0,30.0,0.4840774742073075,MODERATE,MODERATE,SPJ: Train 13021 may propagate delay to Train 15707 (risk 48.4%)
2024-09-21,SPJ,12553,14673,0.0,0.0,27.0,0.4840774742073075,MODERATE,MODERATE,SPJ: Train 12553 may propagate delay to Train 14673 (risk 48.4%)
2024-09-22,SPJ,15655,13021,0.0,0.0,30.0,0.4840774742073075,MODERATE,MODERATE,SPJ: Train 15655 may propagate delay to Train 13021 (risk 48.4%)
2024-09-15,SPJ,15655,13021,0.0,0.0,30.0,0.4840774742073075,MODERATE,MODERATE,SPJ: Train 15655 may propagate delay to Train 13021 (risk 48.4%)
2024-09-01,SPJ,13021,15707,0.0,0.0,30.0,0.4840774742073075,MODERATE,MODERATE,SPJ: Train 13021 may propagate delay to Train 15707 (risk 48.4%)
2024-09-22,BIM,9055,19015,11.0,15.0,15.0,0.4840773214994254,MODERATE,MODERATE,BIM: Train 9055 may propagate delay to Train 19015 (risk 48.4%)
2024-09-27,SC,12769,12603,0.0,0.0,20.0,0.48406873839143466,MODERATE,MODERATE,SC: Train 12769 may propagate delay to Train 12603 (risk 48.4%)
2024-09-21,SC,12736,12603,0.0,0.0,20.0,0.48406873839143466,MODERATE,MODERATE,SC: Train 12736 may propagate delay to Train 12603 (risk 48.4%)
2024-09-03,SC,17230,17645,0.0,0.0,20.0,0.48406873839143466,MODERATE,MODERATE,SC: Train 17230 may propagate delay to Train 17645 (risk 48.4%)
2024-09-20,KVZ,17210,12760,34.0,2.0,27.0,0.48406839147662584,MODERATE,MODERATE,KVZ: Train 17210 may propagate delay to Train 12760 (risk 48.4%)
2024-09-16,ANND,12009,22960,0.0,7.0,22.0,0.4840470901709163,MODERATE,MODERATE,ANND: Train 12009 may propagate delay to Train 22960 (risk 48.4%)
2024-09-14,BVI,12959,12951,8.0,10.0,17.0,0.48404330241574695,MODERATE,MODERATE,BVI: Train 12959 may propagate delay to Train 12951 (risk 48.4%)
2024-09-02,DDU,13151,14037,17.0,0.0,13.0,0.48403962571314946,MODERATE,MODERATE,DDU: Train 13151 may propagate delay to Train 14037 (risk 48.4%)
2024-09-14,NGP,12833,12120,3.0,0.0,17.0,0.4840384338313191,MODERATE,MODERATE,NGP: Train 12833 may propagate delay to Train 12120 (risk 48.4%)
2024-09-03,JAJ,12333,12359,0.0,0.0,28.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 12333 may propagate delay to Train 12359 (risk 48.4%)
2024-09-29,JAJ,13332,12317,0.0,0.0,28.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 13332 may propagate delay to Train 12317 (risk 48.4%)
2024-09-15,JAJ,13332,12317,0.0,0.0,28.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 13332 may propagate delay to Train 12317 (risk 48.4%)
2024-09-05,JAJ,12334,12351,0.0,0.0,30.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 12334 may propagate delay to Train 12351 (risk 48.4%)
2024-09-21,JAJ,28181,13044,0.0,0.0,29.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 28181 may propagate delay to Train 13044 (risk 48.4%)
2024-09-07,JAJ,13105,13022,0.0,0.0,30.0,0.48403743953038136,MODERATE,MODERATE,JAJ: Train 13105 may propagate delay to Train 13022 (risk 48.4%)
2024-09-19,BPL,12192,12485,10.0,0.0,20.0,0.4840371701483056,MODERATE,MODERATE,BPL: Train 12192 may propagate delay to Train 12485 (risk 48.4%)
2024-09-10,BPL,20805,22691,10.0,0.0,20.0,0.4840371701483056,MODERATE,MODERATE,BPL: Train 20805 may propagate delay to Train 22691 (risk 48.4%)
2024-09-30,TNA,12165,22223,6.0,0.0,25.0,0.4840370540535876,MODERATE,MODERATE,TNA: Train 12165 may propagate delay to Train 22223 (risk 48.4%)
2024-09-15,JAJ,11428,15048,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 11428 may propagate delay to Train 15048 (risk 48.4%)
2024-09-17,JAJ,13005,13185,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13005 may propagate delay to Train 13185 (risk 48.4%)
2024-09-05,JAJ,18419,13044,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 18419 may propagate delay to Train 13044 (risk 48.4%)
2024-09-23,JAJ,15027,12351,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 15027 may propagate delay to Train 12351 (risk 48.4%)
2024-09-24,JAJ,17008,13332,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 17008 may propagate delay to Train 13332 (risk 48.4%)
2024-09-18,JAJ,12334,15027,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12334 may propagate delay to Train 15027 (risk 48.4%)
2024-09-06,JAJ,13288,13005,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13288 may propagate delay to Train 13005 (risk 48.4%)
2024-09-28,JAJ,13186,13021,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-20,JAJ,12352,12333,0.0,0.0,13.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12352 may propagate delay to Train 12333 (risk 48.4%)
2024-09-27,JAJ,13186,13021,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-07,JAJ,15027,18120,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 15027 may propagate delay to Train 18120 (risk 48.4%)
2024-09-14,JAJ,13022,15047,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13022 may propagate delay to Train 15047 (risk 48.4%)
2024-09-05,JAJ,13186,13021,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-09,JAJ,12023,13156,0.0,0.0,12.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12023 may propagate delay to Train 13156 (risk 48.4%)
2024-09-24,JAJ,13005,13185,0.0,0.0,9.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13005 may propagate delay to Train 13185 (risk 48.4%)
2024-09-05,JAJ,12359,12334,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12359 may propagate delay to Train 12334 (risk 48.4%)
2024-09-20,JAJ,28182,13186,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 28182 may propagate delay to Train 13186 (risk 48.4%)
2024-09-20,JAJ,13022,15051,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13022 may propagate delay to Train 15051 (risk 48.4%)
2024-09-29,JAJ,13186,13021,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-13,JAJ,13186,13021,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-19,JAJ,15233,22644,0.0,0.0,14.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 15233 may propagate delay to Train 22644 (risk 48.4%)
2024-09-11,JAJ,13029,18622,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13029 may propagate delay to Train 18622 (risk 48.4%)
2024-09-19,JAJ,13155,13019,0.0,0.0,19.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13155 may propagate delay to Train 13019 (risk 48.4%)
2024-09-13,JAJ,13106,12023,0.0,0.0,13.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13106 may propagate delay to Train 12023 (risk 48.4%)
2024-09-04,JAJ,13186,13021,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-01,JAJ,13006,3044,0.0,0.0,12.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13006 may propagate delay to Train 3044 (risk 48.4%)
2024-09-18,JAJ,13005,13185,0.0,0.0,10.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13005 may propagate delay to Train 13185 (risk 48.4%)
2024-09-26,JAJ,13288,13005,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13288 may propagate delay to Train 13005 (risk 48.4%)
2024-09-04,JAJ,12334,15027,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12334 may propagate delay to Train 15027 (risk 48.4%)
2024-09-11,JAJ,12352,12333,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12352 may propagate delay to Train 12333 (risk 48.4%)
2024-09-29,JAJ,13021,12360,0.0,0.0,18.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13021 may propagate delay to Train 12360 (risk 48.4%)
2024-09-03,JAJ,17008,13332,0.0,0.0,14.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 17008 may propagate delay to Train 13332 (risk 48.4%)
2024-09-25,JAJ,15027,18106,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 15027 may propagate delay to Train 18106 (risk 48.4%)
2024-09-04,JAJ,13005,13185,0.0,0.0,9.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13005 may propagate delay to Train 13185 (risk 48.4%)
2024-09-16,JAJ,13021,13122,0.0,0.0,19.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13021 may propagate delay to Train 13122 (risk 48.4%)
2024-09-01,JAJ,28181,12332,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 28181 may propagate delay to Train 12332 (risk 48.4%)
2024-09-16,JAJ,15027,12351,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 15027 may propagate delay to Train 12351 (risk 48.4%)
2024-09-04,JAJ,12023,13158,0.0,0.0,12.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 12023 may propagate delay to Train 13158 (risk 48.4%)
2024-09-19,JAJ,13019,18105,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13019 may propagate delay to Train 18105 (risk 48.4%)
2024-09-06,JAJ,13022,15051,0.0,0.0,14.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13022 may propagate delay to Train 15051 (risk 48.4%)
2024-09-11,JAJ,13186,13021,0.0,0.0,11.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13186 may propagate delay to Train 13021 (risk 48.4%)
2024-09-07,JAJ,13508,12326,0.0,0.0,20.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13508 may propagate delay to Train 12326 (risk 48.4%)
2024-09-20,JAJ,13106,12023,0.0,0.0,14.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13106 may propagate delay to Train 12023 (risk 48.4%)
2024-09-18,JAJ,13022,15049,0.0,0.0,15.0,0.4840344487496,MODERATE,MODERATE,JAJ: Train 13022 may propagate delay to Train 15049 (risk 48.4%)
2024-09-21,NVS,12932,22953,4.0,17.0,4.0,0.4840300009624027,MODERATE,MODERATE,NVS: Train 12932 may propagate delay to Train 22953 (risk 48.4%)
2024-09-22,GAYA,12302,13349,0.0,0.0,17.0,0.484029486407442,MODERATE,MODERATE,GAYA: Train 12302 may propagate delay to Train 13349 (risk 48.4%)
2024-09-04,GZB,12004,12040,8.0,0.0,5.0,0.48402574683663263,MODERATE,MODERATE,GZB: Train 12004 may propagate delay to Train 12040 (risk 48.4%)
2024-09-26,VRI,22658,12654,0.0,11.0,4.0,0.48402508712193565,MODERATE,MODERATE,VRI: Train 22658 may propagate delay to Train 12654 (risk 48.4%)
2024-09-06,VRI,12693,16102,0.0,11.0,4.0,0.48402508712193565,MODERATE,MODERATE,VRI: Train 12693 may propagate delay to Train 16102 (risk 48.4%)
2024-09-30,VRI,22658,12654,0.0,9.0,2.0,0.48402508712193565,MODERATE,MODERATE,VRI: Train 22658 may propagate delay to Train 12654 (risk 48.4%)
2024-09-14,SA,16354,22637,18.0,38.0,7.0,0.48402446513986225,MODERATE,MODERATE,SA: Train 16354 may propagate delay to Train 22637 (risk 48.4%)
2024-09-15,SA,22208,17230,16.0,37.0,6.0,0.48402446513986225,MODERATE,MODERATE,SA: Train 22208 may propagate delay to Train 17230 (risk 48.4%)
2024-09-24,GKP,15204,15009,17.0,0.0,8.0,0.48401049099775123,MODERATE,MODERATE,GKP: Train 15204 may propagate delay to Train 15009 (risk 48.4%)
2024-09-23,JTJ,12027,17229,0.0,0.0,20.0,0.48400051277770284,MODERATE,MODERATE,JTJ: Train 12027 may propagate delay to Train 17229 (risk 48.4%)
2024-09-19,JTJ,22652,12658,0.0,0.0,19.0,0.48400051277770284,MODERATE,MODERATE,JTJ: Train 22652 may propagate delay to Train 12658 (risk 48.4%)
2024-09-29,JTJ,12027,17229,0.0,0.0,20.0,0.48400051277770284,MODERATE,MODERATE,JTJ: Train 12027 may propagate delay to Train 17229 (risk 48.4%)
2024-09-13,JTJ,22650,22652,0.0,0.0,20.0,0.48400051277770284,MODERATE,MODERATE,JTJ: Train 22650 may propagate delay to Train 22652 (risk 48.4%)
2024-09-12,JTJ,12027,17229,0.0,0.0,19.0,0.48400051277770284,MODERATE,MODERATE,JTJ: Train 12027 may propagate delay to Train 17229 (risk 48.4%)
2024-09-14,MURI,13319,12019,5.0,2.0,14.0,0.4839908786985972,MODERATE,MODERATE,MURI: Train 13319 may propagate delay to Train 12019 (risk 48.4%)
2024-09-10,MB,22420,14206,4.0,0.0,16.0,0.4839827169432176,MODERATE,MODERATE,MB: Train 22420 may propagate delay to Train 14206 (risk 48.4%)
2024-09-02,ANND,19309,20960,2.0,2.0,9.0,0.483975955385667,MODERATE,MODERATE,ANND: Train 19309 may propagate delay to Train 20960 (risk 48.4%)
2024-09-28,ND,19036,16507,11.0,15.0,16.0,0.4839651351954233,MODERATE,MODERATE,ND: Train 19036 may propagate delay to Train 16507 (risk 48.4%)
2024-09-27,PNVL,22659,19578,3.0,0.0,28.0,0.48396186957840837,MODERATE,MODERATE,PNVL: Train 22659 may propagate delay to Train 19578 (risk 48.4%)
2024-09-28,BVI,12901,19037,13.0,11.0,27.0,0.48394603771901984,MODERATE,MODERATE,BVI: Train 12901 may propagate delay to Train 19037 (risk 48.4%)
2024-09-21,BWN,22322,13188,12.0,12.0,9.0,0.48394177211332673,MODERATE,MODERATE,BWN: Train 22322 may propagate delay to Train 13188 (risk 48.4%)
2024-09-22,CNB,12419,14151,6.0,0.0,9.0,0.48394077089564264,MODERATE,MODERATE,CNB: Train 12419 may propagate delay to Train 14151 (risk 48.4%)
2024-09-29,CNB,12179,14124,6.0,0.0,9.0,0.48394077089564264,MODERATE,MODERATE,CNB: Train 12179 may propagate delay to Train 14124 (risk 48.4%)
2024-09-08,JTJ,16220,12625,7.0,0.0,16.0,0.4839364972674779,MODERATE,MODERATE,JTJ: Train 16220 may propagate delay to Train 12625 (risk 48.4%)
2024-09-02,BIM,9056,12936,11.0,21.0,13.0,0.4839271844302352,MODERATE,MODERATE,BIM: Train 9056 may propagate delay to Train 12936 (risk 48.4%)
2024-09-20,UMB,12716,14796,503.0,0.0,12.0,0.48392466735670353,MODERATE,MODERATE,UMB: Train 12716 may propagate delay to Train 14796 (risk 48.4%)
2024-09-01,ANND,12990,20908,3.0,6.0,28.0,0.4839212381046865,MODERATE,MODERATE,ANND: Train 12990 may propagate delay to Train 20908 (risk 48.4%)
2024-09-25,BEAS,18101,18237,0.0,123.0,12.0,0.48389831277773426,MODERATE,MODERATE,BEAS: Train 18101 may propagate delay to Train 18237 (risk 48.4%)
2024-09-12,GAYA,22323,12987,0.0,0.0,20.0,0.4838831605721569,MODERATE,MODERATE,GAYA: Train 22323 may propagate delay to Train 12987 (risk 48.4%)
2024-09-11,GAYA,13243,22350,0.0,0.0,20.0,0.4838831605721569,MODERATE,MODERATE,GAYA: Train 13243 may propagate delay to Train 22350 (risk 48.4%)
2024-09-01,GAYA,13348,12313,0.0,0.0,20.0,0.4838831605721569,MODERATE,MODERATE,GAYA: Train 13348 may propagate delay to Train 12313 (risk 48.4%)
2024-09-27,GAYA,14261,22499,0.0,0.0,20.0,0.4838831605721569,MODERATE,MODERATE,GAYA: Train 14261 may propagate delay to Train 22499 (risk 48.4%)
